Temperature,Humidity,PM2_5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
30.9,90.8,15.0,29.6,54.549,21.746000000000002,1581.4799999999998,10.3,640,Moderate
35.0,82.9,27.4,32.6,47.9655,19.912,1719.0,7.2,344,Moderate
28.3,87.1,37.0,48.5,43.0749,26.200000000000003,1696.08,5.4,550,Moderate
35.1,71.0,2.6,16.5,35.739,26.986000000000004,1845.0600000000002,7.3,374,Moderate
27.6,84.1,0.8,12.4,49.8465,34.322,1776.3,7.4,668,Moderate
31.9,74.5,31.9,40.6,68.4684,25.413999999999998,1661.7,6.7,494,Moderate
32.9,69.3,13.3,18.8,60.944399999999995,22.532,1833.6000000000001,5.2,463,Moderate
30.6,84.0,0.7,9.9,56.8062,20.96,1741.92,5.1,667,Moderate
19.6,65.5,33.8,39.8,57.182399999999994,31.178,1684.62,6.1,629,Moderate
36.1,69.4,8.3,18.9,39.8772,43.492000000000004,1260.6000000000001,5.1,602,Moderate
30.4,80.0,16.0,29.5,61.696799999999996,6.550000000000001,1902.36,5.2,459,Moderate
36.2,76.4,35.3,47.4,56.9943,25.938000000000002,1764.8400000000001,6.5,309,Moderate
22.1,83.0,0.7,9.3,61.1325,29.868000000000002,1833.6000000000001,6.3,512,Moderate
33.0,73.5,14.2,21.9,63.0135,8.645999999999999,1776.3,6.0,582,Moderate
27.5,92.0,8.2,20.7,58.6872,26.462,1627.32,10.2,350,Moderate
20.5,80.3,12.6,25.9,62.073,29.868000000000002,1650.24,6.1,433,Moderate
41.4,55.0,14.8,28.8,52.103699999999996,42.967999999999996,1512.72,5.0,297,Moderate
35.7,50.3,1.2,13.7,39.1248,15.458000000000002,1867.9799999999998,6.2,463,Moderate
34.9,77.7,32.3,47.1,32.7294,30.130000000000003,1867.9799999999998,8.8,541,Moderate
37.9,83.9,0.6,4.9,60.380100000000006,33.536,2039.88,5.6,292,Moderate
31.8,81.3,3.4,12.6,39.3129,35.370000000000005,1363.74,5.6,494,Moderate
34.5,60.1,18.8,26.3,51.5394,40.348000000000006,1890.8999999999999,5.1,616,Moderate
36.8,68.5,4.8,16.5,54.9252,4.716,1512.72,6.2,323,Moderate
37.0,78.3,12.0,24.3,44.579699999999995,15.982,1948.2,7.6,485,Moderate
25.7,88.9,16.7,27.0,53.796600000000005,13.362,2051.34,11.8,439,Moderate
21.2,75.1,25.1,31.7,48.906,26.986000000000004,1696.08,6.9,666,Moderate
28.1,83.5,11.8,24.0,53.796600000000005,23.580000000000002,1226.22,9.0,690,Moderate
30.6,71.9,7.7,21.3,31.788899999999998,9.17,1982.58,5.6,593,Moderate
26.2,75.1,11.1,16.5,58.122899999999994,22.794,1650.24,5.8,576,Moderate
32.0,51.9,43.7,55.7,45.7083,31.702,1615.86,5.1,461,Moderate
31.4,70.0,19.8,30.5,53.796600000000005,34.846000000000004,2131.56,14.6,364,Moderate
31.1,58.6,9.7,22.5,57.558600000000006,18.864,1707.54,10.4,603,Moderate
32.2,70.0,47.7,52.4,71.478,12.052,1879.4399999999998,6.7,402,Moderate
32.6,54.3,5.7,19.6,48.7179,30.916000000000004,1547.1000000000001,7.0,649,Moderate
28.2,75.4,1.2,13.0,67.5279,6.812,1627.32,5.5,539,Moderate
34.5,60.1,18.8,26.3,51.5394,40.348000000000006,1890.8999999999999,5.1,616,Moderate
34.9,85.0,0.9,7.9,45.520199999999996,46.11200000000001,1581.4799999999998,5.4,438,Moderate
37.4,51.2,75.2,85.4,47.7774,22.532,1902.36,5.3,450,Moderate
24.4,79.8,10.9,29.8,36.8676,18.078000000000003,1684.62,8.2,593,Moderate
22.8,66.7,21.5,34.5,54.737100000000005,19.650000000000002,1994.04,5.3,346,Moderate
31.8,80.2,22.4,34.1,55.8657,12.838000000000001,1398.12,9.4,580,Moderate
27.0,82.3,67.5,72.3,55.3014,53.97200000000001,1753.38,5.5,673,Moderate
33.6,50.5,19.6,31.4,59.2515,37.204,1948.2,8.2,456,Moderate
29.9,54.2,24.6,38.5,58.122899999999994,36.942,1913.82,7.0,359,Moderate
34.7,75.8,2.7,6.4,62.449200000000005,16.506,1719.0,7.8,335,Moderate
28.7,73.5,14.5,28.5,43.451100000000004,23.580000000000002,1890.8999999999999,6.3,530,Moderate
29.9,78.9,11.6,26.1,32.9175,13.886,1707.54,6.6,533,Moderate
21.9,71.1,36.9,36.2,62.637299999999996,25.152,1913.82,5.6,594,Moderate
33.6,50.5,19.6,31.4,59.2515,37.204,1948.2,8.2,456,Moderate
25.4,83.8,21.0,27.7,41.9463,29.606,1489.8,16.0,388,Moderate
32.0,61.5,13.9,20.6,43.8273,28.82,1615.86,8.1,425,Moderate
40.7,64.4,4.0,16.3,56.43,29.082,1776.3,6.8,504,Moderate
39.0,87.2,32.8,43.8,56.241899999999994,23.580000000000002,1180.38,7.6,482,Moderate
28.3,75.6,2.3,12.2,57.9348,25.413999999999998,1879.4399999999998,6.0,611,Moderate
40.4,59.6,5.1,17.0,57.3705,30.654,1547.1000000000001,8.9,673,Moderate
29.0,73.7,13.5,19.5,32.1651,28.296000000000003,1776.3,10.2,499,Moderate
36.0,43.9,64.7,76.1,58.499100000000006,20.174000000000003,1535.64,5.1,488,Moderate
34.5,60.1,18.8,26.3,51.5394,40.348000000000006,1890.8999999999999,5.1,616,Moderate
32.2,68.5,12.0,23.4,49.282199999999996,24.366000000000003,1741.92,6.1,370,Moderate
21.1,55.8,28.7,42.8,44.391600000000004,15.72,1741.92,7.5,424,Moderate
31.7,53.6,24.2,36.1,43.8273,16.768,1558.5600000000002,5.4,566,Moderate
32.6,58.2,16.6,30.5,35.5509,17.291999999999998,1925.28,10.1,353,Moderate
23.2,67.2,8.0,14.3,47.213100000000004,37.466,1799.22,5.4,456,Moderate
38.2,84.1,28.5,35.4,39.3129,33.798,1776.3,6.0,697,Moderate
37.2,91.7,111.0,117.2,54.1728,18.078000000000003,1638.78,9.5,645,Moderate
25.8,89.6,3.6,6.3,34.0461,28.034,1822.14,7.9,467,Moderate
34.0,63.3,15.3,16.3,35.9271,27.248,1764.8400000000001,12.7,387,Moderate
27.2,75.0,2.6,15.4,44.2035,28.034,1501.26,6.2,500,Moderate
31.0,69.1,15.4,29.6,46.6488,14.934000000000001,1856.5200000000002,6.2,704,Moderate
36.6,49.9,2.0,14.5,57.3705,23.842,1478.3400000000001,5.4,565,Moderate
29.9,51.4,2.8,14.2,44.579699999999995,26.200000000000003,1638.78,9.0,321,Moderate
26.3,58.2,10.2,24.6,43.451100000000004,23.580000000000002,1719.0,6.0,345,Moderate
27.7,73.5,8.4,16.1,61.508700000000005,24.366000000000003,1696.08,5.2,638,Moderate
34.0,88.6,22.3,35.3,38.1843,26.200000000000003,1753.38,5.7,333,Moderate
34.0,83.1,10.5,25.8,42.510600000000004,14.934000000000001,1466.88,5.4,522,Moderate
26.1,73.1,65.9,69.0,56.8062,29.343999999999998,1833.6000000000001,5.7,529,Moderate
32.3,65.7,8.7,19.1,53.2323,30.392,1558.5600000000002,6.4,322,Moderate
33.3,73.0,7.0,23.0,45.520199999999996,17.291999999999998,2097.1800000000003,9.1,734,Moderate
27.4,67.5,32.7,40.7,39.8772,12.052,1799.22,6.8,458,Moderate
28.1,82.0,14.5,19.5,50.787,24.366000000000003,1684.62,8.2,697,Moderate
34.9,57.0,10.2,23.2,39.501,13.886,1822.14,8.1,612,Moderate
31.8,49.9,7.5,17.9,67.9041,18.34,1696.08,9.5,687,Moderate
30.4,60.3,11.3,11.9,46.8369,9.694,1650.24,6.7,635,Moderate
30.2,77.9,28.8,37.8,59.2515,18.078000000000003,1719.0,9.1,356,Moderate
33.0,47.0,16.4,23.0,49.4703,12.838000000000001,1398.12,9.8,655,Moderate
28.6,45.6,56.8,64.8,56.8062,18.34,1627.32,7.6,681,Moderate
32.3,65.9,28.5,38.8,49.6584,10.741999999999999,1867.9799999999998,7.5,662,Moderate
29.4,49.7,41.2,51.6,49.8465,27.248,1684.62,6.9,622,Moderate
32.3,69.0,1.1,13.5,44.9559,25.938000000000002,1592.9399999999998,5.8,461,Moderate
29.1,77.1,61.8,76.5,53.6085,22.008000000000003,1959.6599999999999,5.7,591,Moderate
24.9,56.1,20.9,28.4,46.8369,26.986000000000004,1489.8,9.5,542,Moderate
23.1,67.4,11.5,26.7,33.858,28.558000000000003,2097.1800000000003,6.5,332,Moderate
31.0,80.4,3.3,13.9,55.677600000000005,18.602,1501.26,7.1,353,Moderate
28.8,74.7,30.4,35.4,42.3225,14.148000000000001,2188.86,6.1,482,Moderate
30.1,88.2,66.2,70.9,47.025,37.728,1570.0200000000002,6.4,512,Moderate
28.6,42.3,12.0,22.5,52.2918,34.846000000000004,1547.1000000000001,5.2,648,Moderate
24.6,54.3,23.1,28.1,56.0538,39.038000000000004,1512.72,6.9,638,Moderate
37.8,74.6,19.6,29.0,41.7582,33.274,1604.3999999999999,5.2,417,Moderate
24.0,68.7,18.6,31.1,57.558600000000006,19.126,1650.24,6.0,588,Moderate
29.3,72.3,113.9,126.4,69.4089,34.583999999999996,1753.38,5.2,630,Moderate
33.1,57.8,17.2,33.0,53.2323,24.104,1581.4799999999998,5.2,642,Moderate
34.1,53.4,31.9,44.3,53.9847,43.492000000000004,1764.8400000000001,7.5,622,Moderate
24.8,58.5,10.3,18.9,60.756299999999996,29.606,1558.5600000000002,5.0,471,Moderate
22.2,79.3,39.8,49.8,42.1344,14.671999999999999,1707.54,5.5,351,Moderate
30.8,85.8,27.0,29.1,34.7985,28.82,1764.8400000000001,8.7,466,Moderate
27.4,67.5,32.7,40.7,39.8772,12.052,1799.22,6.8,458,Moderate
32.7,62.6,50.5,66.6,59.2515,24.104,1443.96,7.1,473,Moderate
34.1,65.4,49.1,56.2,43.451100000000004,26.724,1707.54,7.9,385,Moderate
28.7,67.6,34.5,44.7,32.5413,45.588,1558.5600000000002,10.1,499,Moderate
24.9,76.2,49.0,54.7,25.957800000000002,27.51,1489.8,7.4,664,Moderate
28.3,75.6,2.3,12.2,57.9348,25.413999999999998,1879.4399999999998,6.0,611,Moderate
30.2,71.7,18.3,29.4,30.284100000000002,23.318,1696.08,5.5,479,Moderate
36.9,63.1,25.6,34.4,43.0749,28.558000000000003,1501.26,5.3,646,Moderate
28.7,80.8,16.6,27.3,65.4588,39.300000000000004,2005.5,5.3,446,Moderate
32.2,84.1,4.3,13.3,37.8081,33.012,1581.4799999999998,6.7,401,Moderate
31.8,60.1,14.6,27.5,43.8273,28.558000000000003,1501.26,7.9,679,Moderate
31.9,74.5,31.9,40.6,68.4684,25.413999999999998,1661.7,6.7,494,Moderate
30.6,57.8,24.3,31.5,28.9674,52.138,1696.08,5.4,502,Moderate
27.7,86.1,83.3,93.5,47.5893,17.816,1959.6599999999999,7.4,594,Moderate
27.0,82.3,67.5,72.3,55.3014,53.97200000000001,1753.38,5.5,673,Moderate
33.2,88.1,7.0,16.1,56.0538,29.082,1661.7,5.1,332,Moderate
31.5,76.0,3.3,10.1,60.568200000000004,24.89,1650.24,9.3,389,Moderate
36.3,54.9,66.3,75.5,47.5893,35.108000000000004,1478.3400000000001,6.1,413,Moderate
26.0,79.9,22.6,28.3,42.6987,15.458000000000002,1570.0200000000002,12.0,323,Moderate
29.9,84.5,11.5,24.0,41.7582,20.174000000000003,1936.74,5.1,424,Moderate
31.5,51.8,30.4,41.3,54.3609,28.558000000000003,1535.64,5.6,565,Moderate
24.0,53.4,5.3,10.8,65.4588,41.658,1329.36,6.4,728,Moderate
25.7,64.5,19.7,28.4,58.499100000000006,20.436,1489.8,7.0,521,Moderate
28.1,83.5,11.8,24.0,53.796600000000005,23.580000000000002,1226.22,9.0,690,Moderate
32.0,60.1,34.2,50.5,64.8945,20.96,1707.54,7.8,605,Moderate
27.0,74.2,3.4,15.0,63.201600000000006,16.506,1592.9399999999998,10.6,515,Moderate
22.7,69.5,15.6,15.6,52.2918,19.126,2108.64,7.2,483,Moderate
34.0,73.4,3.5,18.7,55.677600000000005,21.483999999999998,1581.4799999999998,6.5,522,Moderate
28.7,80.8,16.6,27.3,65.4588,39.300000000000004,2005.5,5.3,446,Moderate
30.8,81.0,11.7,27.0,40.8177,15.72,1982.58,9.4,443,Moderate
26.1,58.6,22.0,32.5,47.401199999999996,8.908,1833.6000000000001,7.2,494,Moderate
22.9,62.2,18.8,26.5,55.3014,12.314000000000002,1409.58,8.0,536,Moderate
34.9,77.7,32.3,47.1,32.7294,30.130000000000003,1867.9799999999998,8.8,541,Moderate
28.5,69.0,16.3,25.3,43.263,20.174000000000003,1959.6599999999999,5.5,344,Moderate
24.9,83.1,24.5,34.6,35.1747,25.676000000000002,1810.68,7.5,529,Moderate
28.1,91.6,6.4,13.5,71.2899,26.200000000000003,1443.96,7.2,331,Moderate
31.2,93.7,6.3,10.9,35.739,37.204,1730.46,7.1,344,Moderate
37.8,74.6,19.6,29.0,41.7582,33.274,1604.3999999999999,5.2,417,Moderate
29.2,65.3,5.7,17.2,63.0135,44.54,1764.8400000000001,5.6,295,Moderate
22.6,75.5,55.8,63.3,56.43,20.174000000000003,1524.18,5.9,361,Moderate
27.8,53.7,7.8,16.9,55.8657,20.698,1501.26,5.6,613,Moderate
24.7,79.4,36.3,47.9,39.501,25.938000000000002,1913.82,10.3,549,Moderate
30.3,49.2,50.9,61.1,53.0442,17.291999999999998,1592.9399999999998,8.4,425,Moderate
33.4,52.7,53.5,63.4,49.8465,26.200000000000003,1512.72,12.4,329,Moderate
22.9,72.1,12.5,18.3,61.884899999999995,20.174000000000003,1994.04,5.7,706,Moderate
31.5,76.0,3.3,10.1,60.568200000000004,24.89,1650.24,9.3,389,Moderate
24.4,69.9,24.1,30.0,36.4914,26.724,1971.12,11.3,581,Moderate
36.1,55.2,5.6,17.2,43.263,24.89,1948.2,5.7,317,Moderate
28.3,77.3,13.0,21.6,62.449200000000005,24.366000000000003,2028.42,7.5,542,Moderate
29.9,51.4,2.8,14.2,44.579699999999995,26.200000000000003,1638.78,9.0,321,Moderate
19.1,50.6,4.8,18.4,63.201600000000006,15.458000000000002,2269.08,6.6,648,Moderate
34.2,85.7,2.8,11.8,72.0423,23.580000000000002,1558.5600000000002,9.2,590,Moderate
33.2,66.6,0.0,8.7,63.201600000000006,6.288,2051.34,5.6,535,Moderate
25.4,74.2,40.6,46.1,37.0557,25.938000000000002,1512.72,6.1,459,Moderate
32.3,69.0,1.1,13.5,44.9559,25.938000000000002,1592.9399999999998,5.8,461,Moderate
28.2,61.2,1.2,10.9,42.6987,18.602,2131.56,8.6,501,Moderate
30.3,80.4,24.4,31.4,34.4223,11.528000000000002,1696.08,9.2,405,Moderate
23.3,65.7,16.9,28.6,42.1344,31.44,1547.1000000000001,9.1,297,Moderate
25.7,50.4,2.5,14.9,63.201600000000006,27.51,1650.24,7.7,600,Moderate
36.2,77.1,35.3,43.9,38.3724,37.728,1581.4799999999998,5.6,599,Moderate
32.4,62.2,39.6,52.6,53.9847,41.396,1524.18,6.1,463,Moderate
22.0,59.2,14.0,25.8,39.1248,34.583999999999996,1719.0,5.4,503,Moderate
27.1,58.3,4.7,17.0,55.3014,19.650000000000002,1226.22,5.0,349,Moderate
40.5,70.4,35.8,44.7,41.7582,25.413999999999998,1524.18,5.5,398,Moderate
25.7,88.9,16.7,27.0,53.796600000000005,13.362,2051.34,11.8,439,Moderate
32.0,70.7,8.4,11.3,46.0845,15.982,1833.6000000000001,8.2,382,Moderate
26.2,60.0,41.2,58.0,49.6584,58.164,1764.8400000000001,11.0,609,Moderate
22.9,72.1,12.5,18.3,61.884899999999995,20.174000000000003,1994.04,5.7,706,Moderate
31.1,52.6,23.6,27.8,50.5989,11.266,1787.76,6.6,416,Moderate
33.8,72.1,0.6,14.2,61.1325,45.85,1822.14,14.5,646,Moderate
31.9,77.1,7.3,16.9,47.7774,29.606,1787.76,6.3,471,Moderate
31.2,65.8,7.1,16.2,42.1344,13.886,1604.3999999999999,6.0,495,Moderate
32.2,84.1,4.3,13.3,37.8081,33.012,1581.4799999999998,6.7,401,Moderate
35.8,69.6,2.3,10.5,45.8964,28.558000000000003,1902.36,10.9,455,Moderate
31.5,76.0,3.3,10.1,60.568200000000004,24.89,1650.24,9.3,389,Moderate
36.1,79.0,19.0,27.4,38.5605,36.156000000000006,1707.54,6.9,604,Moderate
28.2,80.5,19.1,31.5,47.025,29.082,1272.0600000000002,5.2,373,Moderate
34.8,88.8,12.6,30.8,47.5893,22.008000000000003,1707.54,8.7,431,Moderate
24.0,86.0,35.5,50.3,55.4895,18.34,1787.76,5.1,586,Moderate
25.7,69.3,15.7,25.0,52.103699999999996,27.772,1650.24,9.5,482,Moderate
37.5,76.6,9.3,10.1,60.568200000000004,39.300000000000004,1478.3400000000001,5.1,669,Moderate
27.6,67.0,1.5,18.1,54.1728,27.51,1581.4799999999998,5.8,406,Moderate
35.7,80.2,35.0,45.9,60.192,24.366000000000003,1822.14,5.5,531,Moderate
31.4,81.3,12.3,15.1,59.6277,31.178,1650.24,5.5,447,Moderate
30.3,65.0,28.3,39.7,59.063399999999994,39.300000000000004,1890.8999999999999,6.6,384,Moderate
31.5,85.2,11.3,21.9,50.034600000000005,23.842,1375.2,5.2,676,Moderate
30.0,61.7,0.1,15.6,36.1152,20.96,2097.1800000000003,5.3,529,Moderate
28.5,69.0,16.3,25.3,43.263,20.174000000000003,1959.6599999999999,5.5,344,Moderate
31.8,60.1,14.6,27.5,43.8273,28.558000000000003,1501.26,7.9,679,Moderate
34.0,88.6,22.3,35.3,38.1843,26.200000000000003,1753.38,5.7,333,Moderate
28.6,45.6,56.8,64.8,56.8062,18.34,1627.32,7.6,681,Moderate
33.8,68.4,24.4,30.4,48.153600000000004,20.174000000000003,1443.96,5.4,599,Moderate
33.8,68.1,5.4,13.6,57.558600000000006,31.702,2154.48,6.8,575,Moderate
39.8,82.0,14.1,22.2,61.508700000000005,33.536,1443.96,5.3,457,Moderate
40.8,82.2,2.4,14.3,56.0538,27.772,1191.8400000000001,5.1,481,Moderate
33.2,88.1,7.0,16.1,56.0538,29.082,1661.7,5.1,332,Moderate
27.6,83.3,128.5,138.4,52.4799,12.838000000000001,1340.82,5.1,571,Moderate
22.8,62.2,21.4,29.9,43.263,1.31,1673.1599999999999,6.8,638,Moderate
26.7,51.1,24.4,35.7,27.4626,11.266,1409.58,7.1,646,Moderate
28.7,66.8,7.3,15.0,32.3532,39.562,1466.88,5.6,593,Moderate
29.7,61.4,18.3,31.4,57.558600000000006,44.54,1627.32,5.2,396,Moderate
23.2,78.4,16.8,19.3,44.9559,20.698,1650.24,11.4,456,Moderate
26.8,82.3,25.1,35.7,28.9674,24.628000000000004,1971.12,11.7,332,Moderate
34.6,48.6,4.5,15.6,50.034600000000005,34.06,1627.32,12.0,410,Moderate
30.1,93.4,7.8,14.4,40.4415,30.916000000000004,1719.0,5.1,585,Moderate
34.8,61.8,6.8,15.5,44.2035,25.152,1684.62,6.0,404,Moderate
32.9,63.2,13.1,24.0,43.451100000000004,10.741999999999999,1512.72,11.1,522,Moderate
24.6,84.2,5.2,19.2,42.3225,23.580000000000002,1696.08,7.3,623,Moderate
25.6,60.3,21.4,34.0,57.182399999999994,9.694,1570.0200000000002,7.8,315,Moderate
28.2,66.9,0.3,13.2,48.906,25.152,1730.46,5.0,379,Moderate
34.8,61.8,6.8,15.5,44.2035,25.152,1684.62,6.0,404,Moderate
26.8,63.4,52.9,63.6,50.5989,23.580000000000002,1592.9399999999998,5.6,324,Moderate
31.5,66.1,1.5,9.5,44.0154,21.483999999999998,1592.9399999999998,6.6,691,Moderate
28.1,66.3,51.2,69.9,44.9559,35.894,1845.0600000000002,5.0,653,Moderate
25.0,67.9,37.7,41.8,53.9847,9.17,1822.14,5.1,477,Moderate
32.9,62.6,17.1,30.6,41.1939,38.252,1604.3999999999999,5.2,533,Moderate
27.4,82.9,13.2,31.2,48.7179,25.413999999999998,1409.58,6.0,539,Moderate
31.3,75.9,2.7,9.3,55.4895,28.034,1340.82,5.1,697,Moderate
29.9,78.9,11.6,26.1,32.9175,13.886,1707.54,6.6,533,Moderate
23.7,73.3,4.7,19.0,43.263,22.008000000000003,1604.3999999999999,5.5,668,Moderate
30.4,98.0,24.9,30.7,44.2035,55.544,1776.3,6.7,594,Moderate
30.1,86.2,18.7,27.7,62.825399999999995,24.366000000000003,1799.22,5.0,479,Moderate
30.2,91.2,6.4,13.6,48.5298,28.296000000000003,1764.8400000000001,7.3,685,Moderate
26.4,63.7,7.3,11.2,56.618100000000005,30.392,1294.9799999999998,8.7,507,Moderate
25.5,65.8,4.3,20.3,63.765899999999995,26.724,1249.14,9.3,596,Moderate
31.2,64.1,28.1,36.6,42.8868,35.108000000000004,1879.4399999999998,6.9,634,Moderate
29.4,92.3,10.7,18.0,40.8177,43.754,2154.48,6.2,628,Moderate
24.1,83.6,49.8,60.3,53.4204,25.152,1764.8400000000001,6.4,543,Moderate
32.7,93.0,12.6,23.5,44.2035,2.096,1730.46,6.0,598,Moderate
27.6,84.1,0.8,12.4,49.8465,34.322,1776.3,7.4,668,Moderate
29.7,53.0,18.0,30.5,52.2918,22.532,1558.5600000000002,5.1,488,Moderate
33.8,64.8,12.6,21.7,40.0653,21.746000000000002,1719.0,5.2,593,Moderate
28.0,83.9,20.9,37.3,40.0653,29.082,1787.76,5.7,442,Moderate
33.3,76.1,2.6,10.2,46.6488,25.938000000000002,1547.1000000000001,6.7,321,Moderate
33.5,70.8,8.1,16.3,41.382,41.658,1867.9799999999998,5.1,527,Moderate
32.8,51.2,23.8,29.2,66.9636,19.388,1696.08,8.9,586,Moderate
30.8,69.0,8.1,21.3,33.4818,20.96,1570.0200000000002,5.6,635,Moderate
25.4,71.8,1.8,11.8,40.0653,26.724,1524.18,7.2,506,Moderate
32.6,67.2,45.4,61.4,51.5394,13.624,1638.78,7.2,470,Moderate
32.0,69.6,8.1,23.1,63.577799999999996,19.650000000000002,1696.08,10.0,575,Moderate
31.2,62.3,0.9,8.7,38.3724,39.300000000000004,1707.54,8.6,599,Moderate
33.6,90.6,16.7,22.9,63.577799999999996,26.200000000000003,1936.74,15.4,486,Moderate
22.1,59.3,46.8,60.0,41.9463,34.583999999999996,1673.1599999999999,5.5,490,Moderate
33.3,51.4,9.6,20.7,38.9367,41.92,1696.08,5.8,542,Moderate
32.2,58.7,5.0,15.0,63.765899999999995,19.126,1879.4399999999998,6.8,516,Moderate
33.8,72.5,24.5,36.1,50.222699999999996,19.126,1558.5600000000002,7.0,433,Moderate
25.0,67.9,37.7,41.8,53.9847,9.17,1822.14,5.1,477,Moderate
31.0,57.1,22.1,27.2,66.7755,21.222,1764.8400000000001,8.5,713,Moderate
31.7,78.8,22.2,33.1,59.2515,28.296000000000003,1833.6000000000001,6.2,494,Moderate
22.5,59.8,0.7,12.6,57.3705,13.624,1570.0200000000002,8.8,718,Moderate
28.4,80.8,11.4,20.3,67.716,25.413999999999998,1363.74,5.8,530,Moderate
25.4,72.7,11.9,15.3,38.7486,21.746000000000002,1673.1599999999999,6.8,503,Moderate
32.6,79.6,42.8,51.4,26.5221,34.846000000000004,1776.3,7.5,633,Moderate
28.2,66.9,0.3,13.2,48.906,25.152,1730.46,5.0,379,Moderate
36.2,58.4,2.0,14.7,43.0749,15.458000000000002,1340.82,5.5,533,Moderate
29.0,81.3,60.0,76.1,45.520199999999996,15.196,1203.3,6.4,511,Moderate
36.1,69.4,8.3,18.9,39.8772,43.492000000000004,1260.6000000000001,5.1,602,Moderate
27.8,86.2,4.0,17.4,41.7582,28.82,1799.22,5.3,662,Moderate
27.9,60.7,8.7,15.6,40.0653,20.174000000000003,1971.12,5.6,606,Moderate
27.0,65.3,96.9,109.7,42.1344,25.938000000000002,1856.5200000000002,5.5,414,Moderate
28.9,53.4,5.4,22.0,49.282199999999996,48.732000000000006,1650.24,6.7,449,Moderate
28.7,60.8,20.4,34.7,59.8158,24.89,1604.3999999999999,7.6,667,Moderate
22.8,62.2,21.4,29.9,43.263,1.31,1673.1599999999999,6.8,638,Moderate
28.2,55.4,3.4,13.1,34.2342,9.956,1375.2,6.6,296,Moderate
32.6,58.2,16.6,30.5,35.5509,17.291999999999998,1925.28,10.1,353,Moderate
30.2,49.8,0.7,8.0,57.3705,18.864,1787.76,5.9,706,Moderate
32.5,51.2,1.6,10.5,40.6296,50.566,1753.38,5.9,519,Moderate
27.3,67.9,38.9,49.8,42.1344,31.964,1741.92,5.1,564,Moderate
34.4,65.0,21.5,34.5,45.7083,26.986000000000004,1799.22,8.6,583,Moderate
23.8,70.6,4.7,18.1,58.499100000000006,24.366000000000003,1696.08,5.1,609,Moderate
31.7,75.7,29.7,43.1,36.6795,5.764000000000001,1432.5,6.4,685,Moderate
28.3,51.1,63.7,75.6,60.756299999999996,42.967999999999996,1799.22,7.6,648,Moderate
34.0,83.1,10.5,25.8,42.510600000000004,14.934000000000001,1466.88,5.4,522,Moderate
23.6,76.6,0.5,16.3,53.0442,31.178,1776.3,6.2,514,Moderate
30.2,79.7,21.1,25.3,57.558600000000006,17.03,1867.9799999999998,5.9,609,Moderate
30.4,60.1,0.9,14.1,51.163199999999996,31.702,1443.96,5.6,641,Moderate
26.1,76.9,9.2,15.5,45.520199999999996,25.938000000000002,1363.74,6.5,299,Moderate
34.6,52.4,72.4,82.4,33.1056,24.628000000000004,1638.78,9.2,343,Moderate
29.8,91.3,3.6,10.8,65.0826,36.68,1249.14,7.0,649,Moderate
25.9,87.6,28.6,47.1,43.451100000000004,16.768,1673.1599999999999,5.6,490,Moderate
22.7,73.0,33.6,38.6,57.9348,37.204,1971.12,10.7,576,Moderate
28.4,62.8,24.6,35.1,44.2035,32.226000000000006,1753.38,5.4,543,Moderate
22.0,65.6,3.1,11.6,47.5893,20.174000000000003,1879.4399999999998,5.8,430,Moderate
35.0,81.6,52.5,65.4,61.1325,13.100000000000001,1822.14,8.2,624,Moderate
30.2,61.0,21.4,31.3,35.1747,19.388,1696.08,6.9,638,Moderate
30.4,59.1,3.9,14.9,54.3609,32.226000000000006,1913.82,5.6,487,Moderate
29.4,65.8,54.3,60.3,33.2937,25.413999999999998,1249.14,5.4,321,Moderate
24.9,56.1,20.9,28.4,46.8369,26.986000000000004,1489.8,9.5,542,Moderate
32.8,82.7,4.4,11.3,52.103699999999996,29.868000000000002,1810.68,5.2,322,Moderate
28.1,96.9,6.9,25.0,47.5893,28.296000000000003,1764.8400000000001,5.7,709,Moderate
29.9,86.8,33.4,41.3,38.7486,21.746000000000002,1673.1599999999999,10.6,295,Moderate
30.3,88.5,23.4,35.8,36.3033,17.03,1570.0200000000002,6.9,737,Moderate
33.6,46.7,11.1,22.2,44.579699999999995,9.956,1329.36,10.0,592,Moderate
30.1,86.2,18.7,27.7,62.825399999999995,24.366000000000003,1799.22,5.0,479,Moderate
36.2,76.4,35.3,47.4,56.9943,25.938000000000002,1764.8400000000001,6.5,309,Moderate
29.4,65.8,54.3,60.3,33.2937,25.413999999999998,1249.14,5.4,321,Moderate
28.4,76.2,16.8,28.7,56.43,21.483999999999998,1879.4399999999998,5.7,644,Moderate
29.9,78.1,57.8,60.5,49.8465,30.392,1363.74,8.9,578,Moderate
29.2,55.5,43.3,46.8,45.144,22.794,1753.38,5.8,640,Moderate
32.4,75.3,17.7,27.4,64.1421,26.462,1764.8400000000001,9.7,611,Moderate
29.4,49.7,67.0,80.2,38.1843,42.706,1535.64,6.5,436,Moderate
30.0,85.1,70.6,91.5,57.7467,18.602,1741.92,5.3,373,Moderate
23.3,71.1,23.0,39.0,55.4895,30.392,1386.6599999999999,15.6,404,Moderate
35.8,84.5,0.2,11.8,60.380100000000006,17.816,1581.4799999999998,5.9,352,Moderate
30.2,71.7,18.3,29.4,30.284100000000002,23.318,1696.08,5.5,479,Moderate
